-307.23, -370.53, -927.79, -750.18, -594.71, -743.83, 606.25, 0
-715.63, -244.67, -244.97, -267.92, 230.93, -630.73, -724.72, 0
917.11, 942.50, -76.69, -917.60, 483.14, -901.12, -558.58, 1
913.63, 789.61, -91.95, 441.51, -209.14, 45.14, -79.20, 1
740.78, 853.02, 60.82, -978.76, -265.24, -230.02, -742.67, 1
655.69, -39.22, -698.05, -761.83, -638.23, 759.51, -435.16, 1
242.47, -337.99, -153.90, 565.97, -211.83, -618.46, -395.00, 0
571.28, -179.48, -544.11, -81.21, 867.61, 675.65, -712.27, 1
345.44, 481.31, -826.59, -281.35, -544.79, -582.93, -847.41, 0
675.34, 140.84, -21.64, -241.55, -445.23, 712.27, 732.54, 1
-202.19, -589.95, 589.28, 682.85, -527.27, 999.57, 404.28, 1
210.18, -194.68, -238.62, -672.11, 346.96, -932.98, -222.94, 0
-570.67, 944.82, 523.73, -215.00, -115.15, -699.64, 810.11, 1
-692.07, 846.00, -200.11, -754.81, -44.16, -219.34, 145.73, 1
-597.71, -32.87, 99.64, 728.08, -755.36, -949.22, 880.00, 0
703.24, -859.74, -408.31, -500.66, -658.56, 68.70, -718.38, 0
-7.29, 206.82, -669.48, -761.22, 944.21, 731.80, 74.68, 1
677.79, -273.78, 748.77, -46.48, 193.21, 899.90, 541.00, 1
-780.08, 718.92, -413.62, -24.45, -421.98, 225.38, -374.68, 0
-718.80, 100.56, -781.91, -670.71, -967.22, -475.08, -900.81, 0
649.40, -94.58, -759.27, 454.57, 562.97, -239.30, 281.35, 0
-670.28, 496.99, 627.43, 631.70, 556.26, 598.62, -860.65, 1
164.83, 191.20, 666.19, 992.49, -479.42, 132.85, 552.60, 1
984.13, 237.22, 974.43, -145.66, -802.79, 450.06, 158.54, 1
-302.41, 890.80, -531.17, -504.93, 434.92, 660.51, -453.35, 1
-895.20, 64.42, 431.01, 152.50, -148.78, -816.03, -156.83, 0
-939.57, -676.69, -706.53, 597.64, -432.42, -568.71, 256.75, 0
-681.26, 153.66, 678.70, -263.59, 499.92, -105.87, -828.24, 1
414.04, 93.66, -59.85, -568.90, -192.48, -691.15, 376.93, 1
-935.06, 499.07, -822.63, 774.10, 369.61, -414.53, -547.41, 0
-260.66, 917.05, -836.12, 402.94, -210.85, 194.37, 664.85, 1
-938.41, 847.83, 355.57, 845.88, 497.12, 687.92, 149.82, 1
257.48, -335.86, -374.61, 87.56, -5.58, 400.80, -219.76, 0
-92.50, -455.61, -868.65, 216.35, 407.15, -452.62, -160.56, 0
272.99, 698.66, 277.08, -127.17, 399.82, 953.43, -342.14, 1
-856.93, 808.65, -302.90, -370.83, 281.84, -746.09, -281.72, 0
670.40, 316.87, 254.68, -347.70, -702.08, -569.63, -929.87, 0
-695.79, 347.88, -638.72, 742.42, -228.25, 856.01, -985.05, 0
-483.02, 432.11, -652.09, -157.51, 956.05, -145.85, -647.45, 0
551.62, 54.29, 699.15, 949.58, -287.39, -327.98, -327.98, 1
-834.53, -178.87, 597.16, 586.35, -970.40, -619.80, -452.19, 0
-395.49, 102.39, 564.74, 430.10, 716.79, 289.41, -969.79, 1
-839.05, 520.49, -247.54, -571.09, -628.89, 363.14, 731.32, 1
-805.23, -701.65, 910.89, 87.80, 161.23, -814.33, -794.61, 0
385.30, 572.98, -504.87, -728.20, 315.35, -944.88, -749.14, 0
339.15, 285.38, -898.37, 823.73, -262.55, -21.94, -354.23, 0
469.34, 532.82, -303.57, 275.43, 933.10, 962.77, 306.62, 1
655.02, -566.52, -264.26, -409.47, 717.15, -662.47, 255.90, 0
-178.81, -813.47, 839.47, -163.91, 373.58, 998.05, 956.11, 1
961.91, 182.65, -828.24, 151.22, 668.63, -138.04, -291.79, 1
-98.85, -905.45, 294.41, -935.30, 514.57, -727.77, -491.13, 0
777.03, -481.98, -779.96, 653.80, 787.41, -78.59, 398.11, 0
881.22, 42.88, 673.64, -410.93, -46.42, -75.05, 623.46, 1
