794.06, 372.91, 420.39, 311.32, 380.78, 417.28, 158.30, 3391.17
628.65, -597.83, -266.27, 164.77, -550.83, 299.78, -673.39, 8033.13
-561.08, 737.36, -705.56, -809.44, -974.43, -726.07, -701.10, 0.00
-177.04, 726.31, 772.45, 818.11, -227.58, -294.96, 311.99, 0.00
-99.28, 34.15, 551.26, 399.03, -795.95, -893.92, -638.36, 0.00
970.76, -765.68, -482.35, -595.08, 651.66, -174.54, -356.98, 5619.33
930.42, -422.22, 918.64, -387.25, 683.95, -901.73, 704.95, 0.00
-864.56, -306.68, 669.97, 194.49, 41.66, 885.74, -745.60, 2468.13
272.62, -636.65, -900.45, -467.51, 308.15, -238.93, -946.23, 6215.33
247.11, 373.88, -889.16, -163.98, 987.85, 143.65, 64.18, 3282.96
-526.72, 729.06, 527.21, -607.23, 147.25, 434.80, -894.10, 0.00
-68.39, -383.95, -957.52, -567.98, 931.21, -593.92, -862.18, 3528.31
-746.64, -366.62, -664.17, -366.25, -273.48, -118.02, 933.84, 0.00
-234.11, 680.84, 580.61, -686.03, -283.24, -4.67, -188.51, 0.00
70.53, 181.49, 152.13, -573.60, 754.57, 187.35, 27.44, 0.00
-77.00, -504.56, -520.25, 983.46, 418.38, 329.45, 787.29, 6063.11
-676.08, -466.66, -202.80, 277.69, 175.45, -0.76, 374.07, 0.00
-481.67, 856.14, 799.43, -705.80, -747.12, 796.62, -340.92, 0.00
332.38, 306.56, 72.85, -305.28, -895.26, -66.93, -384.26, 0.00
-963.38, -547.78, 915.83, -841.43, -763.91, -532.27, -265.36, 0.00
-14.92, -729.18, 731.01, -887.69, 541.31, 960.08, -687.49, 1742.41
-747.98, -27.25, 602.47, 110.26, -921.38, -349.89, 649.40, 0.00
-920.41, -203.22, -254.25, 225.56, 921.87, 77.49, 923.28, 0.00
309.98, 790.77, -813.59, 202.98, 389.32, -417.46, -633.96, 4064.90
-934.32, 397.02, -630.79, -216.16, 857.54, 749.26, 539.78, 0.00
-640.00, -442.85, 291.79, -789.67, 786.00, 970.09, 968.93, 0.00
466.78, -952.57, 409.83, -971.92, 1.56, 763.18, -68.76, 746.01
-428.39, -292.09, -346.90, -823.97, 268.96, -206.95, 447.98, 0.00
894.71, -958.31, 974.00, 552.29, -793.63, -466.84, -682.42, 5581.49
-225.56, -340.19, -823.66, -712.39, -564.93, -842.71, -328.41, 0.00
-438.64, -832.82, 804.62, 687.06, -821.59, 720.27, -251.08, 3720.98
594.23, 583.97, -919.74, -931.76, -948.91, -871.46, 219.46, 0.00
-226.97, -753.96, -411.36, -213.60, -15.59, 613.33, -732.29, 5969.46
51.18, -649.46, -165.50, 243.08, -584.15, -236.43, 937.44, 0.00
318.77, -195.17, 439.80, 305.15, -751.03, 245.77, 426.01, 0.00
-592.27, -207.31, -45.01, 593.86, -931.15, 163.12, -761.04, 3583.98
184.73, 80.66, -565.66, -474.96, -31.34, -21.88, 467.21, 0.00
833.25, -921.93, 786.43, -82.55, 1.80, -419.23, -446.52, 3077.45
-111.79, -19.93, -147.19, 480.21, 789.91, -500.96, 815.30, 0.00
460.49, -31.04, -565.78, 96.59, 844.36, -330.67, -828.06, 7187.95
183.20, -764.15, 888.12, -707.69, -379.07, 139.26, 688.22, 0.00
-119.05, -670.22, 264.38, -469.28, 782.16, -905.82, -694.51, 0.00
189.12, -894.10, 292.09, 5.04, 808.40, 301.55, -75.84, 4609.14
314.98, -329.69, 110.08, 6.87, -531.85, 229.65, -292.28, 2723.42
-609.06, 772.76, -19.26, -645.80, 68.33, 941.40, -279.70, 0.00
856.20, -970.27, 768.43, 765.68, 160.74, -264.20, 966.67, 2867.68
693.72, 389.63, 263.71, -22.25, -838.56, 627.61, 191.99, 504.60
-433.39, 371.07, 777.28, -713.25, -985.60, -258.28, -207.43, 0.00
50.33, -278.79, -648.30, -396.16, -803.64, -968.75, -288.19, 0.00
47.03, 112.95, -906.00, 433.58, -891.35, -623.58, -427.96, 3012.54
-645.44, -199.68, -621.33, 9.37, 683.28, -25.61, 129.98, 529.50
672.84, -274.39, 393.60, 300.52, -321.82, 756.58, -633.29, 7718.50
562.12, -786.13, -401.59, -736.14, -706.35, 675.22, -531.42, 4592.08
-777.28, -287.45, -479.11, -340.13, -641.59, 493.45, -334.94, 0.00
-385.60, 790.52, 938.96, 216.71, -44.40, 798.33, 762.75, 0.00
379.19, -961.12, -582.08, -450.91, -677.18, 585.07, 793.02, 1051.15
-49.90, 842.16, 957.52, -408.19, -315.78, -388.96, -353.01, 0.00
-196.14, 397.63, 848.26, -473.92, 226.91, 451.70, 204.93, 0.00
434.80, -41.23, -301.55, -311.81, 661.79, 204.99, -692.56, 5204.02
431.44, -118.32, -284.22, 704.89, 125.58, 112.77, 164.04, 6046.74
689.44, -77.61, 256.02, 777.46, 785.94, 623.46, 779.05, 5859.29
537.10, -100.13, 966.25, 106.85, -745.35, 335.31, -179.11, 517.29
-717.58, -158.54, 238.44, -890.74, 458.97, -919.13, 529.34, 0.00
-740.47, -213.05, -782.22, -615.10, 7.72, 258.22, -323.83, 0.00
334.51, 360.27, -930.72, -781.00, -968.08, 528.67, -932.98, 2781.29
-138.83, 765.37, -350.51, 838.92, 849.54, -232.03, 102.08, 2834.62
-990.36, 21.21, 392.38, 236.18, -691.58, 854.12, -789.97, 1159.23
322.37, -32.81, 520.37, 99.83, -462.20, 14.01, -742.85, 2413.87
-613.45, 799.55, 23.29, 365.64, -906.49, -742.48, -114.41, 0.00
-848.26, -629.93, -738.82, -840.69, 120.82, 158.48, -389.69, 0.00
567.25, 738.52, -839.84, -96.04, 199.62, -929.38, 166.97, 0.00
-200.35, 987.43, -385.24, 816.34, -5.04, -993.16, 635.00, 0.00
-163.79, 744.25, -820.73, -686.21, 840.39, 723.44, -72.60, 178.37
32.62, 736.32, 54.29, -648.79, 93.60, -190.10, 302.22, 0.00
486.43, 195.53, -452.25, -741.75, 206.70, -23.96, -739.43, 1858.18
-680.41, -666.49, -67.11, -430.34, -720.51, 515.18, 36.23, 0.00
-180.76, 340.56, -562.12, 345.19, -522.75, 162.51, -68.21, 1793.00
-59.05, 586.54, -241.68, 533.43, -511.89, -670.28, -950.19, 2402.32
-931.88, -261.64, -230.26, -103.73, 814.45, -713.07, -171.67, 0.00
408.37, 812.56, -103.31, 565.78, -640.80, -119.42, 700.19, 0.00
823.73, 506.21, 900.02, -406.60, 293.74, -365.09, 932.55, 0.00
-866.15, -925.84, 138.77, -267.19, -745.72, 778.01, -54.17, 0.00
216.96, 105.81, -746.76, -394.09, -549.00, -657.58, -19.38, 0.00
350.57, -277.99, -840.75, 207.62, -61.98, 252.36, -602.65, 8390.34
884.82, -904.42, -877.44, 27.25, 464.71, 372.78, -37.32, 10102.36
-675.95, -373.09, 216.53, 975.77, -953.55, 990.91, 81.76, 4178.14
856.50, 932.13, 880.00, -610.16, -834.10, -178.38, -801.26, 0.00
146.89, -273.11, -275.37, 486.01, 34.70, 600.21, 139.13, 5809.97
205.66, -212.87, -793.69, 937.50, -660.82, -336.04, 153.72, 5611.21
-868.59, -659.23, 834.89, 336.59, -171.79, 518.48, 486.19, 0.00
864.93, 690.91, -96.53, 462.63, 389.02, 215.06, -329.69, 6293.08
257.00, -619.13, -865.90, 170.63, 159.64, -64.73, -733.70, 8693.77
641.83, -619.25, 652.70, -884.33, -345.01, 958.19, -832.82, 3232.04
539.11, 363.14, 262.12, -119.30, -207.50, 612.66, 910.52, 0.00
-532.64, -731.62, 980.65, 907.35, -290.20, -762.44, 800.78, 0.00
815.12, 229.47, -93.54, -760.55, 776.24, 674.79, -895.69, 5395.71
-514.27, 193.33, 928.22, -88.60, -883.48, 883.48, 895.63, 0.00
-459.40, 700.67, -483.87, 440.11, -213.35, -296.79, 150.24, 0.00
-977.17, 352.76, -246.68, 680.35, -386.46, -630.18, 338.11, 0.00
5.77, 432.84, 419.35, 984.13, -264.63, -910.82, 371.93, 0.00
990.23, -761.04, 673.09, -644.22, 773.49, -140.05, 370.22, 0.00
-833.92, -108.92, -900.20, 157.51, -571.89, -199.87, 588.37, 0.00
142.67, -172.89, 418.38, 651.17, 111.79, -283.06, 548.63, 182.91
-712.76, -154.27, -579.94, -771.90, 369.98, -231.18, 531.66, 0.00
67.23, 882.14, 492.17, -460.31, -362.22, -0.64, 813.78, 0.00
74.56, -24.26, -166.30, 738.46, 99.34, 258.95, 649.59, 2937.69
-920.53, -645.25, -276.59, 364.91, 205.11, -630.05, 880.37, 0.00
-849.97, -508.16, -647.63, -903.50, 937.01, 47.33, 269.20, 0.00
-399.64, 650.81, 265.24, 432.48, -23.65, 976.50, 774.83, 0.00
900.63, -789.91, -526.23, 347.39, 9.13, -653.07, -148.59, 7021.72
-677.66, -657.52, 826.11, 214.76, 115.21, 459.82, -446.94, 1345.98
98.12, -629.87, 687.19, 773.19, -905.27, -680.23, -711.17, 3139.16
-192.24, 897.58, 914.12, 329.81, 717.03, -438.46, 281.84, 0.00
-457.93, 950.32, -197.73, -914.00, -492.29, -952.51, 141.33, 0.00
336.89, 470.63, -546.01, 712.45, 224.04, -910.70, -489.06, 4439.71
540.09, -469.22, 444.81, 684.13, 102.94, -807.12, -386.82, 4379.20
-906.67, -4.49, -435.22, 118.63, -594.59, -500.47, -45.63, 0.00
-423.02, -847.16, -121.80, -9.00, -156.47, -459.70, 205.54, 0.00
